Tibetan,English
འཇིག་རྟེན་ཚད་མ་ཉིད་མིན་ན། །གསལ་བ་མཐོང་བའང་བདེན་མ་ཡིན། །,"If the world itself is not a valid cognition,<br>Even seeing something clearly is not necessarily true."
གལ་ཏེ་ཚད་མ་ཚད་མིན་ན། །དེས་གཞལ་བརྫུན་པར་མི་འགྱུར་རམ། །,"If the valid cognition is not valid,<br>Would not its object of knowledge become false?"
དེ་ཉིད་དུ་ན་སྟོང་པ་ཉིད། །སྒོམ་པ་དེ་ཕྱིར་མི་འཐད་འགྱུར། །,"Therefore, in that very state,<br>Meditation on emptiness<br>Would thus become invalid."
བརྟགས་པའི་དངོས་ལ་མ་རེག་པར། །དེ་ཡི་དངོས་མེད་འཛིན་མ་ཡིན། །,"Without touching the conceptualized entities,<br>One does not grasp their non-existence."
དེ་ཕྱིར་རྫུན་པའི་དངོས་གང་ཡིན། །དེ་ཡི་དངོས་མེད་གསལ་བར་རྫུན། །,"Therefore, whatever is a false entity,<br>Its non-existence is clearly false as well."
དེས་ན་རྨི་ལམ་བུ་ཤི་ལ། །དེ་མེད་སྙམ་པའི་རྣམ་རྟོག་ནི། །དེ་ཡོད་རྣམ་པར་རྟོག་པ་ཡི། །གེགས་ཡིན་དེ་ཡང་རྫུན་པ་ཡིན། །,"Therefore, in a dream where a child dies,<br>The thought ""he is gone"" <br>Is an obstacle to the conception<br>That he exists. Yet that too is false."
དེ་བས་དེ་ལྟར་རྣམ་དཔྱད་པས། །འགའ་ཡང་རྒྱུ་མེད་ཡོད་མ་ཡིན། །,"Therefore, upon such analysis,<br>Nothing exists without a cause."
སོ་སོ་བའམ་འདུས་པ་ཡི། །རྐྱེན་རྣམས་ལ་ཡང་གནས་མ་ཡིན། །,Neither in individual [causes] nor in combined conditions<br>Is there an abiding place [for phenomena].
གཞན་ནས་འོངས་པའང་མ་ཡིན་ལ། །,It does not come from elsewhere.
གནས་པ་མ་ཡིན་,Not abiding
འགྲོ་མ་ཡིན། །,Do not go.
རྨོངས་པས་བདེན་པར་གང་བྱས་འདི། །སྒྱུ་མ་ལས་ནི་ཁྱད་ཅི་ཡོད། །,"What the deluded perceive as real,<br>How is it different from an illusion?"
སྒྱུ་མས་སྤྲུལ་པ་གང་ཡིན་དང་། །རྒྱུ་རྣམས་ཀྱིས་ནི་གང་སྤྲུལ་པ། །དེ་ནི་གང་ནས་འོངས་གྱུར་ཅིང་། །གང་དུ་འགྲོ་བའང་བརྟག་པར་གྱིས། །,"That which is created by illusion,<br>And that which is produced by causes,<br>From where does it come,<br>And where does it go? Investigate this."
གང་ཞིག་གང་ནི་ཉེ་བ་ཡིས། །མཐོང་གྱུར་དེ་མེད་ན་མིན་པ། །བཅོས་སུ་གཟུགས་བརྙན་དང་མཚུངས་པ། །དེ་ལ་བདེན་ཉིད་ཇི་ལྟར་ཡོད། །,"That which appears when something is near,<br>But does not exist when that thing is absent,<br>Is like a reflected image - artificial.<br>How can such a thing possess true reality?"
དངོས་པོ་ཡོད་པར་གྱུར་པ་ལ། །རྒྱུ་ཡིས་དགོས་པ་ཅི་ཞིག་ཡོད། །,"For that which already exists,<br>What need is there for a cause?"
འོན་ཏེ་དེ་ནི་མེད་ན་ཡང་། །རྒྱུ་ཡིས་དགོས་པ་ཅི་ཞིག་ཡོད། །,"However, if that does not exist,<br>What purpose does the cause serve?"
བྱེ་བ་བརྒྱ་ཕྲག་རྒྱུ་ཡིས་ཀྱང་། །དངོས་པོ་མེད་པ་བསྒྱུར་དུ་མེད། །,"Even with a hundred billion causes,<br>That which does not exist cannot be transformed."
གནས་སྐབས་དེ་དངོས་ཇི་ལྟར་ཡིན། །,How is that state in reality?
དངོས་འགྱུར་གཞན་ཡང་གང་ཞིག་ཡིན། །,What else is there that truly changes?
མེད་ཚེ་དངོས་ཡོད་སྲིད་མིན་ན། །དངོས་པོ་ཡོད་པར་ནམ་ཞིག་འགྱུར། །,"If non-existence is impossible,<br>When would things ever come into existence?"
དངོས་པོ་སྐྱེས་པར་མ་གྱུར་པར། །དངོས་མེད་དེ་ནི་འབྲལ་མི་འགྱུར། །,"Without things coming into existence,<br>Non-existence cannot be separated from them."
དངོས་མེད་དང་ནི་མ་བྲལ་ན། །དངོས་པོ་ཡོད་པའི་སྐབས་མི་སྲིད། །,"If not separated from non-existence,<br>The possibility of existence cannot occur."
དངོས་པོའང་མེད་པར་འགྱུར་མིན་ཏེ། །རང་བཞིན་གཉིས་སུ་ཐལ་འགྱུར་ཕྱིར། །,"Things do not become non-existent,<br>For that would lead to the fallacy of two natures."
དེ་ལྟར་འགག་པ་ཡོད་མིན་ཞིང་། །དངོས་པོའང་ཡོད་མིན་དེ་ཡི་ཕྱིར། །འགྲོ་བ་འདི་དག་ཐམས་ཅད་ནི། །རྟག་ཏུ་མ་སྐྱེས་མ་འགགས་ཉིད། །,"Thus, there is no cessation,<br>Nor is there any real existence.<br>Therefore, all these beings<br>Are eternally unborn and unceased."
འགྲོ་བ་རྨི་ལམ་ལྟ་བུ་སྟེ། །,Sentient beings are like a dream.
རྣམ་པར་དཔྱད་ན་ཆུ་ཤིང་འདྲ། །,"When thoroughly examined, [all phenomena are] like a plantain tree."
མྱ་ངན་འདས་དང་མ་འདས་པའང་། །དེ་ཉིད་དུ་ན་ཁྱད་པར་མེད། །,"There is no difference, in reality,<br>Between nirvana and non-nirvana."
དེ་ལྟར་སྟོང་པའི་དངོས་རྣམས་ལ། །ཐོབ་པ་ཅི་ཡོད་,"Thus, in all empty phenomena, what is there to gain?"
ཤོར་ཅི་ཡོད། །,What is there to lose?
གང་གིས་རིམ་གྲོ་བྱས་པའམ། །ཡོངས་སུ་བརྙས་པའང་ཅི་ཞིག་ཡོད། །,"What is there to be gained by performing rituals,<br>Or what is there to be lost by complete disregard?"
བདེ་བའང་སྡུག་བསྔལ་གང་ལས་ཡིན། །,From where does happiness and suffering arise?
མི་དགར་ཅི་ཡོད་,What is there to dislike?
དགར་ཅི་ཡོད། །,What is there to be happy about?
དེ་ཉིད་དུ་ནི་བཙལ་བྱས་ན། །གང་ཞིག་སྲེད་ཅིང་གང་ལ་སྲེད། །,"If one searches within that very [reality],<br>What is it that craves and what is craved?"
དཔྱད་ན་གསོན་པོའི་འཇིག་རྟེན་འདི། །གང་ཞིག་འདིར་ནི་འཆི་འགྱུར་ཏེ། །,"Upon examination, in this world of the living,<br>Who among us will not die here?"
འབྱུང་འགྱུར་གང་ཡིན་བྱུང་གྱུར་གང་། །,Whatever will arise has already arisen.
གཉེན་དང་བཤེས་ཀྱང་གང་ཞིག་ཡིན། །,Who truly are our relatives and friends?
ཐམས་ཅད་ནམ་མཁའ་འདྲ་བར་ནི། །བདག་འདྲས་ཡོངས་སུ་གཟུང་བར་གྱིས། །,"Like all things are similar to space,<br>May I fully grasp them as such."
བདག་ཉིད་བདེ་བར་འདོད་རྣམས་ནི། །འཐབ་དང་སྤྲོ་བའི་རྒྱུ་དག་གིས། །རབ་ཏུ་འཁྲུག་དང་དགའ་བར་བྱེད། །,"Those who desire happiness for themselves,<br>Through causes of conflict and excitement,<br>Become greatly agitated and joyful."
མྱ་ངན་འབད་རྩོལ་རྩོད་པ་དང་། །ཕན་ཚུན་གཅོད་དང་འབིགས་པ་དང་། །སྡིག་དག་གིས་ནི་ཚེགས་ཆེན་འཚོ། །,"Through sorrow, effort, and strife;<br>Through mutual cutting and piercing;<br>By great sins one lives with difficulty."
བདེ་འགྲོར་ཡང་དང་ཡང་འོངས་ཏེ། །བདེ་བ་མང་པོ་སྤྱད་སྤྱད་ནས། །ཤི་ནས་ངན་སོང་སྡུག་བསྔལ་ནི། །ཡུན་རིང་མི་བཟད་རྣམས་སུ་ལྟུང་། །,"Again and again one is born in happy realms,<br>Experiencing many pleasures repeatedly.<br>But after death, one falls into the lower realms,<br>Enduring long-lasting, unbearable sufferings."
སྲིད་པ་ན་ནི་གཡང་ས་མང་། །,"In the cycle of existence, there are many precipices."
དེར་ནི་དེ་ཉིད་མིན་འདི་འདྲ། །,That is not exactly like this.
དེར་ཡང་ཕན་ཚུན་འགལ་བས་ན། །སྲིད་ན་དེ་ཉིད་འདི་འདྲ་མེད། །,"Moreover, due to their mutual contradiction,<br>Such ultimate reality does not exist in samsara."
དེ་ཡང་དཔེ་མེད་མི་བཟད་པའི། །སྡུག་བསྔལ་རྒྱ་མཚོ་མཐའ་ལས་འདས། །,"Moreover, this boundless ocean of suffering,<br>Incomparable and unbearable,<br>Is beyond all limits."
དེར་ནི་དེ་ལྟར་སྟོབས་ཆུང་ཞིང་། །,"There, in that way, being of little strength,"
དེར་ནི་ཚེ་ཡང་ཐུང་བ་ཉིད། །,"There, life itself is short indeed."
